Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201002,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"17,299"
201002,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"17,346"
201002,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"7,336"
201002,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"8,568"
201002,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"80,436"
201002,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"78,115"
201002,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,"1,096"
201002,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,"5,822"
201002,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,"5,262"
201002,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"10,914"
201002,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"12,035"
201002,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,G,"7,280"
201002,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,G,"6,788"
201002,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,"11,427"
201002,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,"10,631"
201002,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,"6,001"
201002,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,"6,045"
201002,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"7,906"
201002,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"7,593"
201002,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,554"
201002,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"5,758"
201002,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"25,315"
201002,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"25,999"
201002,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"5,740"
201002,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"4,734"
201002,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"3,526"
201002,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"3,826"
201002,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"11,826"
201002,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"11,651"
201002,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,"6,062"
201002,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,"6,443"
201002,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"2,586"
201002,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"2,620"
201002,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,"9,749"
201002,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,"9,313"
201002,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,C,"1,783"
201002,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,C,"1,694"
201002,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"10,152"
201002,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"8,574"
201002,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"3,349"
201002,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"3,458"
201002,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"11,769"
201002,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"12,818"
201002,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"6,786"
201002,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"6,218"
201002,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"88,784"
201002,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"91,956"
201002,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,"1,680"
201002,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,"8,242"
201002,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,"9,778"
201002,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"94,371"
201002,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"95,217"
201002,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,64
201002,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,"3,642"
201002,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,"3,526"
201002,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,"38,599"
201002,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,"40,392"
201002,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,"44,228"
201002,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,"42,129"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,"11,082"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,"7,437"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"16,664"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"16,423"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,270
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"316,628"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"312,039"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,"5,124"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,"45,207"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,"45,312"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,"1,929"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,"7,191"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,"8,164"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,415
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,"12,767"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,"14,117"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,187
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,"14,284"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,"14,095"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,207
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,"5,980"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,"6,469"
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,107
201002,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,"86,113"
201002,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,"86,389"
201002,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"6,846"
201002,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"6,745"
201003,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"3,000"
201003,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"2,976"
201003,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,"17,802"
201003,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,"17,193"
201003,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"5,125"
201003,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"5,277"
201003,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"8,442"
201003,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"8,405"
201003,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"6,352"
201003,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"4,620"
201003,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"7,932"
201003,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"8,139"
201003,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"26,295"
201003,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"27,120"
201003,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"7,321"
201003,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,"6,398"
201003,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"5,960"
201003,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"6,706"
201003,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,"131,215"
201003,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,"132,259"
201003,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"4,331"
201003,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"4,767"
201003,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"13,186"
201003,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"13,721"
201003,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"20,488"
201003,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"20,308"
201003,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"10,541"
201003,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"9,961"
201003,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"103,930"
201003,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"105,077"
201003,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,"1,448"
201003,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,"6,611"
201003,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,"6,378"
201003,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"12,619"
201003,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"11,974"
201003,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,G,"9,274"
201003,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,G,"8,605"
201003,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,"13,732"
201003,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,"12,736"
201003,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,"7,914"
201003,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,"7,564"
201003,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"9,160"
201003,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"8,759"
201003,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"6,192"
201003,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"7,259"
201003,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,"30,857"
201003,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,"30,230"
201003,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,"7,359"
201003,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,"6,905"
201003,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,"4,055"
201003,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,"4,226"
201003,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,"17,483"
201003,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,"16,854"
201003,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,"10,899"
201003,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,"10,952"
201003,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"3,861"
201003,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"3,977"
201003,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,"10,780"
201003,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,"10,380"
201003,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 1,C,"2,616"
201003,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,C,"2,524"
201003,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,"12,071"
201003,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,"10,290"
201003,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,"4,455"
201003,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,"3,451"
201003,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,"14,725"
201003,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,"14,088"
201003,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"7,327"
201003,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"7,140"
201003,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"115,816"
201003,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"115,761"
201003,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,"2,685"
201003,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,"8,734"
201003,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,"11,139"
201003,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"116,937"
201003,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"116,149"
201003,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,168
201003,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,"3,968"
201003,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,"4,295"
201003,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,"43,313"
201003,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,"45,513"
201003,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,"55,239"
201003,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,"54,187"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,"14,693"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,"10,087"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,"20,276"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,"20,517"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,366
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,"385,230"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,"389,815"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,"6,951"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,"56,725"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,"54,239"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,"2,179"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,"9,183"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,"7,160"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,309
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,"16,796"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,"16,667"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,303
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,"19,211"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,"18,624"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,340
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,"7,476"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,"7,160"
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,342
201003,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,"102,834"
201003,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,International,A,"104,836"
201003,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,"8,570"
201003,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,"8,588"
201004,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,"3,139"
201004,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,"3,209"
201004,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,"17,503"
201004,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,"18,735"
201004,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,"7,290"
201004,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,"6,638"
201004,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,"9,904"
201004,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,"9,871"
201004,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,"6,101"
201004,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,"4,165"
201004,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,"10,509"
201004,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,"11,098"
201004,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"27,178"
201004,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"28,495"
201004,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,"7,904"
201004,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,"7,410"
201004,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,"6,164"
201004,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,"5,675"
201004,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,"137,661"
201004,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,"137,778"
201004,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,"4,544"
201004,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,"4,343"
201004,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,"13,659"
201004,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,"14,192"
201004,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,"20,953"
201004,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,"19,302"
201004,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,"9,518"
201004,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,"8,382"
201004,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,"111,533"
201004,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,"109,881"
201004,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,"1,092"
201004,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,"5,894"
201004,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,"4,911"
201004,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,"13,011"
201004,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,"11,164"
201004,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,G,"9,618"
201004,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,G,"7,968"
201004,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,"13,651"
201004,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,"12,858"
201004,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,"7,254"
201004,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,"6,741"
201004,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,"8,313"
201004,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,"8,458"
201004,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,"5,943"
201004,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,"5,199"
